Spain, Period fertility tables, birth orders 1 to 5+
Last modified: 04/04/2022
Year     x       w0x       m1x       q1x     l0x    b1x     L0x   Sb1x       w1x       m2x       q2x    l1x    b2x     L1x   Sb2x       w2x       m3x       q3x    l2x    b3x     L2x   Sb3x       w3x       m4x       q4x    l3x    b4x     L3x   Sb4x       w4x      m5px      q5px    l4x   b5px     L4x  Sb5px
2007    50   0.13315   0.00040   0.00040    2269      1    2268   7731   0.18590   0.00013   0.00013   2929      0    2929   4802   0.45706   0.00001   0.00001   3769      0    3769   1033   0.16209   0.00004   0.00004    765      0     765    268   0.06180   0.00022   0.00022    268      0     268    176
2007    51   0.13096   0.00013   0.00013    2268      0    2268   7732   0.17558   0.00004   0.00004   2930      0    2930   4803   0.45109   0.00002   0.00002   3769      0    3769   1033   0.17224   0.00002   0.00002    765      0     765    268   0.07013   0.00005   0.00005    268      0     268    176
2007    52   0.12929   0.00017   0.00017    2268      0    2267   7732   0.16699   0.00004   0.00004   2930      0    2930   4803   0.44294   0.00000   0.00000   3769      0    3769   1034   0.18253   0.00002   0.00002    765      0     765    268   0.07826   0.00005   0.00005    268      0     268    176
2007    53   0.12614   0.00003   0.00003    2267      0    2267   7733   0.15721   0.00002   0.00002   2930      0    2930   4803   0.43539   0.00000   0.00000   3769      0    3769   1034   0.19337   0.00000   0.00000    765      0     765    268   0.08788   0.00000   0.00000    268      0     268    176
2007    54   0.12379   0.00006   0.00006    2267      0    2267   7733   0.14589   0.00005   0.00005   2930      0    2930   4803   0.42735   0.00000   0.00000   3769      0    3769   1034   0.20376   0.00000   0.00000    765      0     765    268   0.09921   0.00004   0.00004    268      0     268    176
2007    55+  0.12336   0.00003   0.00003    2267      0    2267   7733   0.14049   0.00000   0.00000   2930      0    2930   4803   0.42281   0.00000   0.00000   3769      0    3769   1034   0.20869   0.00000   0.00000    765      0     765    268   0.10465   0.00000   0.00000    268      0     268    176
2008    12-  1.00000   0.00001   0.00001   10000      0   10000      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
2008    13   0.99994   0.00009   0.00009   10000      1    9999      0   0.00006   0.00000   0.00000      0      0       1      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
2008    14   0.99956   0.00074   0.00074    9999      7    9995      1   0.00043   0.02243   0.02218      1      0       5      0   0.00001         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
2008    15   0.99810   0.00243   0.00242    9992     24    9979      8   0.00185   0.02494   0.02463      8      1      20      0   0.00005   0.09186   0.08782      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
2008    16   0.99410   0.00582   0.00580    9967     58    9938     33   0.00565   0.05170   0.05040     32      3      60      1   0.00023   0.05868   0.05700      1      0       1      0   0.00001         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
2008    17   0.98612   0.01050   0.01045    9910    104    9858     90   0.01299   0.07797   0.07505     87     11     135      4   0.00085   0.03179   0.03129      4      0       7      0   0.00004   0.00000   0.00000      0      0       0      0   0.00000         .         .      0      0       0      0
2008    18   0.97287   0.01723   0.01708    9806    168    9722    194   0.02482   0.08574   0.08222    180     22     256     14   0.00218   0.05432   0.05288     14      1      21      0   0.00013   0.00000   0.00000      0      0       1      0   0.00000         .         .      0      0       0      0
2008    19   0.95524   0.02307   0.02281    9638    220    9529    362   0.03996   0.08835   0.08462    325     37     421     36   0.00439   0.09913   0.09445     35      5      47      1   0.00039   0.01088   0.01082      1      0       3      0   0.00003   0.00000   0.00000      0      0       0      0
2008    20   0.93513   0.02646   0.02611    9419    246    9296    581   0.05614   0.10223   0.09726    508     62     606     73   0.00779   0.09806   0.09348     67      9      89      6   0.00084   0.11582   0.10948      6      1       9      0   0.00009   0.13213   0.12395      0      0       0      0
2008    21   0.91441   0.02789   0.02750    9173    252    9047    827   0.07138   0.10767   0.10217    692     84     783    135   0.01258   0.08260   0.07932    121     12     151     15   0.00143   0.08900   0.08521     14      2      18      1   0.00019   0.09926   0.09457      1      0       2      0
2008    22   0.89451   0.02936   0.02894    8920    258    8791   1080   0.08449   0.11124   0.10538    860    105     944    220   0.01835   0.08560   0.08209    192     20     230     27   0.00228   0.10592   0.10059     25      3      31      3   0.00037   0.12036   0.11353      3      0       4      0
2008    23   0.87497   0.03086   0.03039    8662    263    8531   1338   0.09639   0.11374   0.10762   1013    124    1090    325   0.02454   0.08105   0.07790    278     26     321     47   0.00350   0.08886   0.08508     41      4      50      6   0.00060   0.12873   0.12094      6      1       8      1
2008    24   0.85461   0.03413   0.03356    8399    282    8258   1601   0.10829   0.11559   0.10928   1152    142    1230    449   0.03128   0.08120   0.07803    376     34     424     73   0.00495   0.08968   0.08584     63      7      75     10   0.00087   0.14211   0.13268     10      2      13      2
2008    25   0.83175   0.03913   0.03838    8117    312    7961   1883   0.12148   0.11330   0.10722   1292    156    1378    591   0.03891   0.07670   0.07387    483     41     535    107   0.00654   0.08483   0.08138     90      9     105     17   0.00132   0.13120   0.12312     17      3      21      4
2008    26   0.80510   0.04640   0.04535    7806    354    7629   2194   0.13715   0.11754   0.11101   1447    181    1544    747   0.04738   0.07391   0.07127    599     49     658    148   0.00847   0.07612   0.07333    122     11     139     26   0.00190   0.13658   0.12785     26      4      30      6
2008    27   0.77334   0.05419   0.05276    7452    393    7255   2548   0.15626   0.11534   0.10905   1620    199    1728    929   0.05716   0.06711   0.06493    731     53     796    197   0.01078   0.08723   0.08358    160     15     178     37   0.00247   0.11556   0.10925     37      5      43     10
2008    28   0.73526   0.06524   0.06318    7059    446    6836   2941   0.17932   0.11728   0.11078   1814    227    1936   1128   0.06934   0.06379   0.06182    877     61     951    250   0.01296   0.08157   0.07837    198     18     218     52   0.00311   0.12787   0.12019     52      8      60     15
2008    29   0.68992   0.07714   0.07428    6613    491    6367   3387   0.20698   0.12024   0.11342   2033    260    2163   1355   0.08442   0.05438   0.05294   1044     62    1131    311   0.01484   0.07557   0.07282    241     20     260     70   0.00384   0.10275   0.09773     70      8      79     23
2008    30   0.63664   0.09214   0.08808    6121    539    5852   3879   0.23817   0.12562   0.11819   2264    301    2399   1615   0.10347   0.05038   0.04914   1242     68    1346    373   0.01713   0.07308   0.07051    283     22     304     89   0.00458   0.11189   0.10597     89     11      99     31
2008    31   0.57766   0.10096   0.09611    5582    537    5314   4418   0.26831   0.13029   0.12232   2501    341    2617   1916   0.12837   0.04455   0.04358   1476     71    1597    440   0.02015   0.06745   0.06525    329     24     350    112   0.00551   0.10094   0.09609    112     12     122     42
2008    32   0.51577   0.10542   0.10014    5046    505    4793   4954   0.29296   0.13766   0.12879   2697    382    2776   2257   0.16066   0.03989   0.03911   1746     75    1885    512   0.02404   0.06199   0.06012    376     25     399    135   0.00657   0.08236   0.07911    135     12     147     55
2008    33   0.45267   0.10649   0.10110    4540    459    4311   5460   0.31063   0.14112   0.13182   2820    404    2864   2639   0.20017   0.03445   0.03387   2053     76    2204    587   0.02888   0.05473   0.05327    427     25     450    160   0.00765   0.09330   0.08914    160     16     171     67
2008    34   0.39388   0.10531   0.10004    4081    408    3877   5919   0.31812   0.14285   0.13332   2875    412    2888   3044   0.24405   0.03233   0.03182   2381     82    2535    663   0.03499   0.04418   0.04322    478     22     506    185   0.00897   0.09419   0.08995    185     18     195     83
2008    35   0.34384   0.09955   0.09483    3673    348    3499   6327   0.31561   0.13363   0.12526   2871    383    2865   3456   0.28771   0.03060   0.03014   2711     87    2850    745   0.04244   0.03760   0.03691    538     21     569    207   0.01041   0.08563   0.08212    207     19     217    101
2008    36   0.30021   0.08965   0.08580    3325    285    3182   6675   0.30931   0.11829   0.11168   2836    334    2821   3839   0.32814   0.02632   0.02598   3007     82    3126    832   0.05050   0.03279   0.03226    603     21     633    228   0.01185   0.07387   0.07124    228     18     238    120
2008    37   0.26257   0.07866   0.07568    3039    230    2924   6961   0.30083   0.09795   0.09338   2788    272    2773   4173   0.36410   0.02170   0.02147   3258     73    3354    914   0.05906   0.02679   0.02643    665     19     691    249   0.01343   0.07378   0.07116    249     19     258    137
2008    38   0.23227   0.06252   0.06063    2809    170    2724   7191   0.29088   0.07498   0.07227   2746    205    2732   4444   0.39442   0.01658   0.01644   3457     58    3528    987   0.06729   0.02349   0.02322    719     17     739    268   0.01513   0.06625   0.06412    268     18     276    156
2008    39   0.20857   0.04928   0.04809    2639    127    2576   7361   0.28187   0.05437   0.05293   2712    147    2704   4649   0.41825   0.01300   0.01291   3604     47    3652   1045   0.07443   0.01715   0.01701    760     13     777    285   0.01687   0.05249   0.05114    285     15     292    175
2008    40   0.18859   0.03885   0.03811    2512     96    2464   7488   0.27545   0.03619   0.03554   2692     97    2692   4796   0.43666   0.00898   0.00894   3703     34    3734   1093   0.08076   0.01346   0.01337    795     11     806    298   0.01854   0.03957   0.03881    298     12     304    190
2008    41   0.17492   0.02706   0.02670    2416     65    2384   7584   0.26925   0.02251   0.02226   2690     61    2692   4893   0.44918   0.00617   0.00615   3767     23    3785   1126   0.08636   0.00922   0.00918    817      8     825    309   0.02028   0.03253   0.03201    309     10     313    202
2008    42   0.16664   0.01938   0.01919    2352     45    2329   7648   0.26222   0.01338   0.01329   2694     36    2699   4954   0.45738   0.00360   0.00359   3804     14    3815   1150   0.09167   0.00642   0.00640    833      5     837    317   0.02209   0.02528   0.02497    317      8     319    212
